ShiftId,SyntheticStaffId,ShiftDate,ShiftType,TeamCode,StartTime,EndTime,IsBankShift,UrgentCareFlag
RF-SH-00010659,DRH-STF-0057,2025-11-17,planned,MH-ACCESS,08:00,18:00,N,N
RF-SH-00010660,DRH-STF-0080,2025-11-02,worked,MH-CRHT,07:00,17:00,Y,N
RF-SH-00010661,DRH-STF-0012,2025-11-03,planned,IUCS-HUB,07:00,21:00,N,Y
RF-SH-00010662,DRH-STF-0130,2025-11-15,planned,IUCS-HUB,08:00,18:00,N,Y
RF-SH-00010663,DRH-STF-0047,2025-11-19,planned,PAL-HOME,08:00,20:00,Y,N
RF-SH-00010664,DRH-STF-0043,2025-11-28,planned,MH-CRHT,08:00,16:00,N,N
RF-SH-00010665,DRH-STF-0140,2025-11-03,planned,IUCS-CTR,07:00,16:00,N,Y
RF-SH-00010666,DRH-STF-0126,2025-11-22,planned,IUCS-CTR,07:00,19:00,N,Y
RF-SH-00010667,DRH-STF-0120,2025-11-24,planned,MH-CRHT,07:00,19:00,N,N
RF-SH-00010668,DRH-STF-0036,2025-11-27,worked,IUCS-HUB,09:00,19:00,N,Y
RF-SH-00010669,DRH-STF-0070,2025-11-01,planned,MH-ACCESS,07:00,21:00,Y,N
RF-SH-00010670,DRH-STF-0101,2025-11-01,worked,MH-CRHT,09:00,19:00,Y,N
RF-SH-00010671,DRH-STF-0044,2025-11-04,worked,PAL-HOME,09:00,17:00,N,N
RF-SH-00010672,DRH-STF-0087,2025-11-21,planned,PAL-HOME,09:00,20:00,N,N
RF-SH-00010673,DRH-STF-0101,2025-11-30,worked,MH-CRHT,07:00,21:00,N,N
RF-SH-00010674,DRH-STF-0105,2025-11-04,planned,MH-ACCESS,09:00,21:00,N,N
RF-SH-00010675,DRH-STF-0072,2025-11-06,planned,PAL-HOME,08:00,20:00,N,N
RF-SH-00010676,DRH-STF-0055,2025-11-03,worked,PAL-HOME,07:00,17:00,N,N
RF-SH-00010677,DRH-STF-0052,2025-11-02,planned,IUCS-CTR,09:00,20:00,N,Y
RF-SH-00010678,DRH-STF-0016,2025-11-06,worked,IUCS-HUB,07:00,20:00,N,Y
RF-SH-00010679,DRH-STF-0009,2025-11-01,planned,MH-CRHT,09:00,17:00,N,N
RF-SH-00010680,DRH-STF-0090,2025-11-10,planned,DENT-UC,07:00,19:00,N,N
RF-SH-00010681,DRH-STF-0087,2025-11-02,worked,PAL-HOME,08:00,21:00,N,N
RF-SH-00010682,DRH-STF-0013,2025-11-10,planned,MH-CRHT,07:00,19:00,N,N
RF-SH-00010683,DRH-STF-0109,2025-11-28,planned,MH-ACCESS,09:00,17:00,N,N
RF-SH-00010684,DRH-STF-0008,2025-11-21,worked,MH-CRHT,09:00,20:00,N,N
RF-SH-00010685,DRH-STF-0029,2025-11-14,planned,MH-CRHT,08:00,17:00,Y,N
RF-SH-00010686,DRH-STF-0005,2025-11-08,planned,IUCS-HUB,08:00,21:00,N,Y
RF-SH-00010687,DRH-STF-0060,2025-11-26,planned,IUCS-CTR,08:00,21:00,Y,Y
RF-SH-00010688,DRH-STF-0089,2025-11-11,planned,MH-CRHT,08:00,17:00,N,N
RF-SH-00010689,DRH-STF-0067,2025-11-05,planned,PAL-HOME,07:00,19:00,N,N
RF-SH-00010690,DRH-STF-0054,2025-11-23,worked,MH-CRHT,08:00,21:00,N,N
RF-SH-00010691,DRH-STF-0129,2025-11-12,worked,IUCS-HUB,07:00,17:00,N,Y
RF-SH-00010692,DRH-STF-0007,2025-11-15,planned,DENT-UC,08:00,19:00,N,N
RF-SH-00010693,DRH-STF-0090,2025-11-19,worked,DENT-UC,09:00,21:00,N,N
RF-SH-00010694,DRH-STF-0134,2025-11-21,planned,MH-ACCESS,08:00,20:00,N,N
RF-SH-00010695,DRH-STF-0130,2025-11-20,planned,IUCS-HUB,09:00,18:00,Y,Y
RF-SH-00010696,DRH-STF-0028,2025-11-07,planned,DENT-UC,08:00,19:00,N,N
RF-SH-00010697,DRH-STF-0049,2025-11-09,worked,PAL-HOME,08:00,17:00,N,N
RF-SH-00010698,DRH-STF-0006,2025-11-22,worked,PAL-HOME,09:00,19:00,N,N
RF-SH-00010699,DRH-STF-0083,2025-11-05,planned,MH-ACCESS,07:00,16:00,N,N
RF-SH-00010700,DRH-STF-0029,2025-11-22,worked,MH-CRHT,07:00,21:00,Y,N
RF-SH-00010701,DRH-STF-0058,2025-11-26,planned,PAL-HOME,07:00,16:00,N,N
RF-SH-00010702,DRH-STF-0044,2025-11-05,planned,PAL-HOME,08:00,19:00,N,N
RF-SH-00010703,DRH-STF-0143,2025-11-05,planned,IUCS-HUB,08:00,21:00,N,Y
RF-SH-00010704,DRH-STF-0035,2025-11-27,planned,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00010705,DRH-STF-0048,2025-11-06,worked,MH-CRHT,09:00,16:00,N,N
RF-SH-00010706,DRH-STF-0063,2025-11-26,worked,DENT-UC,09:00,21:00,N,N
RF-SH-00010707,DRH-STF-0067,2025-11-02,worked,PAL-HOME,09:00,20:00,N,N
RF-SH-00010708,DRH-STF-0092,2025-11-19,worked,IUCS-CTR,08:00,19:00,N,Y
RF-SH-00010709,DRH-STF-0096,2025-11-27,worked,PAL-HOME,09:00,17:00,N,N
RF-SH-00010710,DRH-STF-0033,2025-11-13,planned,IUCS-CTR,08:00,20:00,N,Y
RF-SH-00010711,DRH-STF-0035,2025-11-21,worked,IUCS-HUB,08:00,16:00,Y,Y
RF-SH-00010712,DRH-STF-0080,2025-11-04,planned,MH-CRHT,09:00,19:00,N,N
RF-SH-00010713,DRH-STF-0010,2025-11-19,planned,IUCS-HUB,08:00,16:00,N,Y
RF-SH-00010714,DRH-STF-0079,2025-11-30,planned,DENT-UC,09:00,21:00,N,N
RF-SH-00010715,DRH-STF-0050,2025-11-11,worked,PAL-HOME,07:00,20:00,N,N
RF-SH-00010716,DRH-STF-0068,2025-11-02,planned,MH-ACCESS,07:00,20:00,N,N
RF-SH-00010717,DRH-STF-0026,2025-11-27,planned,PAL-HOME,07:00,19:00,N,N
RF-SH-00010718,DRH-STF-0066,2025-11-16,worked,MH-CRHT,07:00,16:00,N,N
RF-SH-00010719,DRH-STF-0092,2025-11-19,worked,IUCS-CTR,08:00,19:00,N,Y
RF-SH-00010720,DRH-STF-0125,2025-11-05,worked,DENT-UC,09:00,17:00,N,N
RF-SH-00010721,DRH-STF-0004,2025-11-25,planned,IUCS-HUB,09:00,17:00,N,Y
RF-SH-00010722,DRH-STF-0133,2025-11-22,planned,PAL-HOME,07:00,20:00,N,N
RF-SH-00010723,DRH-STF-0057,2025-11-10,planned,MH-ACCESS,09:00,17:00,Y,N
RF-SH-00010724,DRH-STF-0131,2025-11-08,planned,MH-ACCESS,09:00,16:00,Y,N
RF-SH-00010725,DRH-STF-0047,2025-11-22,planned,PAL-HOME,07:00,20:00,N,N
RF-SH-00010726,DRH-STF-0036,2025-11-27,worked,IUCS-HUB,08:00,18:00,N,Y
RF-SH-00010727,DRH-STF-0017,2025-11-01,planned,DENT-UC,08:00,16:00,N,N
RF-SH-00010728,DRH-STF-0074,2025-11-06,worked,MH-ACCESS,07:00,17:00,N,N
RF-SH-00010729,DRH-STF-0083,2025-11-22,planned,MH-ACCESS,09:00,18:00,N,N
RF-SH-00010730,DRH-STF-0074,2025-11-24,planned,MH-ACCESS,09:00,18:00,Y,N
RF-SH-00010731,DRH-STF-0028,2025-11-25,worked,DENT-UC,07:00,16:00,N,N
RF-SH-00010732,DRH-STF-0038,2025-11-30,worked,IUCS-CTR,08:00,16:00,N,Y
RF-SH-00010733,DRH-STF-0095,2025-11-11,worked,PAL-HOME,08:00,16:00,N,N
RF-SH-00010734,DRH-STF-0066,2025-11-03,worked,MH-CRHT,08:00,21:00,N,N
RF-SH-00010735,DRH-STF-0108,2025-11-08,worked,MH-CRHT,07:00,20:00,N,N
RF-SH-00010736,DRH-STF-0126,2025-11-19,planned,IUCS-CTR,09:00,21:00,Y,Y
RF-SH-00010737,DRH-STF-0050,2025-11-26,worked,PAL-HOME,07:00,19:00,N,N
RF-SH-00010738,DRH-STF-0135,2025-11-26,planned,PAL-HOME,09:00,16:00,N,N
RF-SH-00010739,DRH-STF-0080,2025-11-21,planned,MH-CRHT,09:00,16:00,N,N
RF-SH-00010740,DRH-STF-0040,2025-11-09,worked,IUCS-CTR,09:00,18:00,N,Y
RF-SH-00010741,DRH-STF-0116,2025-11-05,planned,MH-CRHT,09:00,17:00,N,N
RF-SH-00010742,DRH-STF-0046,2025-11-03,worked,MH-CRHT,08:00,17:00,N,N
RF-SH-00010743,DRH-STF-0141,2025-11-10,worked,PAL-HOME,07:00,20:00,N,N
RF-SH-00010744,DRH-STF-0034,2025-11-25,planned,IUCS-HUB,09:00,18:00,N,Y
RF-SH-00010745,DRH-STF-0035,2025-11-08,worked,IUCS-HUB,09:00,21:00,N,Y
RF-SH-00010746,DRH-STF-0061,2025-11-10,worked,MH-CRHT,08:00,21:00,N,N
RF-SH-00010747,DRH-STF-0006,2025-11-24,planned,PAL-HOME,07:00,18:00,N,N
RF-SH-00010748,DRH-STF-0140,2025-11-01,planned,IUCS-CTR,09:00,19:00,N,Y
RF-SH-00010749,DRH-STF-0014,2025-11-03,worked,IUCS-CTR,09:00,18:00,N,Y
RF-SH-00010750,DRH-STF-0138,2025-11-04,worked,DENT-UC,07:00,18:00,N,N
RF-SH-00010751,DRH-STF-0115,2025-11-14,worked,MH-ACCESS,07:00,20:00,N,N
RF-SH-00010752,DRH-STF-0009,2025-11-26,worked,MH-CRHT,09:00,21:00,Y,N
RF-SH-00010753,DRH-STF-0081,2025-11-23,planned,PAL-HOME,09:00,19:00,Y,N
RF-SH-00010754,DRH-STF-0042,2025-11-21,worked,DENT-UC,08:00,21:00,N,N
RF-SH-00010755,DRH-STF-0067,2025-11-04,planned,PAL-HOME,07:00,18:00,N,N
RF-SH-00010756,DRH-STF-0137,2025-11-05,planned,MH-ACCESS,07:00,19:00,N,N
RF-SH-00010757,DRH-STF-0044,2025-11-18,worked,PAL-HOME,08:00,17:00,N,N
RF-SH-00010758,DRH-STF-0119,2025-11-01,worked,IUCS-HUB,09:00,20:00,N,Y
RF-SH-00010759,DRH-STF-0023,2025-11-09,planned,IUCS-CTR,08:00,16:00,N,Y
RF-SH-00010760,DRH-STF-0111,2025-11-23,worked,IUCS-HUB,07:00,20:00,N,Y
RF-SH-00010761,DRH-STF-0095,2025-11-08,planned,PAL-HOME,09:00,16:00,N,N
RF-SH-00010762,DRH-STF-0090,2025-11-21,planned,DENT-UC,07:00,21:00,N,N
RF-SH-00010763,DRH-STF-0104,2025-11-13,worked,IUCS-CTR,09:00,19:00,N,Y
RF-SH-00010764,DRH-STF-0122,2025-11-15,planned,MH-CRHT,07:00,19:00,Y,N
RF-SH-00010765,DRH-STF-0109,2025-11-18,worked,MH-ACCESS,07:00,21:00,N,N
RF-SH-00010766,DRH-STF-0019,2025-11-05,planned,MH-CRHT,09:00,19:00,N,N
RF-SH-00010767,DRH-STF-0056,2025-11-04,planned,PAL-HOME,08:00,21:00,N,N
RF-SH-00010768,DRH-STF-0049,2025-11-28,planned,PAL-HOME,09:00,18:00,N,N
RF-SH-00010769,DRH-STF-0001,2025-11-14,worked,IUCS-HUB,07:00,18:00,N,Y
RF-SH-00010770,DRH-STF-0060,2025-11-03,worked,IUCS-CTR,07:00,16:00,N,Y
RF-SH-00010771,DRH-STF-0073,2025-11-20,planned,IUCS-HUB,07:00,20:00,N,Y
RF-SH-00010772,DRH-STF-0127,2025-11-10,planned,PAL-HOME,08:00,20:00,Y,N
RF-SH-00010773,DRH-STF-0115,2025-11-05,planned,MH-ACCESS,07:00,17:00,N,N
RF-SH-00010774,DRH-STF-0100,2025-11-16,worked,MH-ACCESS,08:00,17:00,N,N
RF-SH-00010775,DRH-STF-0135,2025-11-08,worked,PAL-HOME,09:00,17:00,N,N
RF-SH-00010776,DRH-STF-0076,2025-11-26,planned,IUCS-HUB,07:00,18:00,N,Y
RF-SH-00010777,DRH-STF-0003,2025-11-13,worked,DENT-UC,07:00,17:00,N,N
RF-SH-00010778,DRH-STF-0059,2025-11-02,worked,IUCS-HUB,09:00,18:00,N,Y
RF-SH-00010779,DRH-STF-0068,2025-11-15,worked,MH-ACCESS,07:00,18:00,N,N
RF-SH-00010780,DRH-STF-0069,2025-11-01,planned,MH-CRHT,07:00,18:00,N,N
RF-SH-00010781,DRH-STF-0052,2025-11-17,planned,IUCS-CTR,09:00,19:00,N,Y
RF-SH-00010782,DRH-STF-0061,2025-11-04,worked,MH-CRHT,09:00,20:00,N,N
RF-SH-00010783,DRH-STF-0048,2025-11-21,planned,MH-CRHT,08:00,19:00,N,N
RF-SH-00010784,DRH-STF-0080,2025-11-28,worked,MH-CRHT,07:00,19:00,N,N
RF-SH-00010785,DRH-STF-0143,2025-11-25,planned,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00010786,DRH-STF-0021,2025-11-07,planned,IUCS-CTR,07:00,17:00,N,Y
RF-SH-00010787,DRH-STF-0105,2025-11-21,worked,MH-ACCESS,08:00,16:00,N,N
RF-SH-00010788,DRH-STF-0048,2025-11-27,worked,MH-CRHT,07:00,19:00,N,N
RF-SH-00010789,DRH-STF-0058,2025-11-02,planned,PAL-HOME,08:00,17:00,N,N
RF-SH-00010790,DRH-STF-0044,2025-11-17,worked,PAL-HOME,08:00,16:00,N,N
RF-SH-00010791,DRH-STF-0135,2025-11-25,worked,PAL-HOME,07:00,19:00,N,N
RF-SH-00010792,DRH-STF-0119,2025-11-21,worked,IUCS-HUB,09:00,17:00,N,Y
RF-SH-00010793,DRH-STF-0132,2025-11-01,worked,MH-ACCESS,09:00,19:00,N,N
RF-SH-00010794,DRH-STF-0028,2025-11-14,planned,DENT-UC,09:00,19:00,N,N
RF-SH-00010795,DRH-STF-0057,2025-11-19,planned,MH-ACCESS,07:00,20:00,N,N
RF-SH-00010796,DRH-STF-0024,2025-11-14,planned,MH-ACCESS,08:00,18:00,N,N
RF-SH-00010797,DRH-STF-0076,2025-11-26,worked,IUCS-HUB,09:00,21:00,N,Y
RF-SH-00010798,DRH-STF-0118,2025-11-04,worked,IUCS-CTR,09:00,18:00,N,Y
RF-SH-00010799,DRH-STF-0037,2025-11-03,planned,MH-CRHT,08:00,18:00,N,N
RF-SH-00010800,DRH-STF-0039,2025-11-21,planned,MH-CRHT,07:00,21:00,N,N
RF-SH-00010801,DRH-STF-0016,2025-11-04,planned,IUCS-HUB,08:00,20:00,Y,Y
RF-SH-00010802,DRH-STF-0002,2025-11-29,worked,IUCS-HUB,08:00,16:00,Y,Y
RF-SH-00010803,DRH-STF-0003,2025-11-10,worked,DENT-UC,09:00,17:00,N,N
RF-SH-00010804,DRH-STF-0068,2025-11-16,planned,MH-ACCESS,07:00,19:00,N,N
RF-SH-00010805,DRH-STF-0055,2025-11-30,worked,PAL-HOME,09:00,18:00,N,N
RF-SH-00010806,DRH-STF-0144,2025-11-09,planned,IUCS-HUB,07:00,16:00,N,Y
RF-SH-00010807,DRH-STF-0080,2025-11-16,planned,MH-CRHT,08:00,21:00,N,N
RF-SH-00010808,DRH-STF-0097,2025-11-16,worked,MH-ACCESS,09:00,20:00,Y,N
RF-SH-00010809,DRH-STF-0080,2025-11-08,worked,MH-CRHT,07:00,18:00,N,N
RF-SH-00010810,DRH-STF-0041,2025-11-23,planned,IUCS-HUB,07:00,18:00,N,Y
RF-SH-00010811,DRH-STF-0076,2025-11-28,planned,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00010812,DRH-STF-0092,2025-11-14,worked,IUCS-CTR,08:00,17:00,N,Y
RF-SH-00010813,DRH-STF-0095,2025-11-16,planned,PAL-HOME,09:00,19:00,Y,N
RF-SH-00010814,DRH-STF-0141,2025-11-08,planned,PAL-HOME,09:00,18:00,N,N
RF-SH-00010815,DRH-STF-0125,2025-11-18,worked,DENT-UC,07:00,19:00,N,N
RF-SH-00010816,DRH-STF-0033,2025-11-30,worked,IUCS-CTR,08:00,21:00,Y,Y
RF-SH-00010817,DRH-STF-0064,2025-11-05,planned,MH-ACCESS,09:00,18:00,N,N
RF-SH-00010818,DRH-STF-0091,2025-11-05,planned,IUCS-HUB,07:00,20:00,N,Y
RF-SH-00010819,DRH-STF-0113,2025-11-23,worked,MH-ACCESS,07:00,19:00,N,N
RF-SH-00010820,DRH-STF-0079,2025-11-06,worked,DENT-UC,07:00,16:00,N,N
RF-SH-00010821,DRH-STF-0136,2025-11-14,planned,MH-ACCESS,09:00,17:00,N,N
RF-SH-00010822,DRH-STF-0049,2025-11-20,worked,PAL-HOME,09:00,18:00,N,N
RF-SH-00010823,DRH-STF-0119,2025-11-12,worked,IUCS-HUB,07:00,19:00,N,Y
RF-SH-00010824,DRH-STF-0022,2025-11-13,worked,DENT-UC,09:00,20:00,Y,N
RF-SH-00010825,DRH-STF-0084,2025-11-21,worked,DENT-UC,09:00,20:00,N,N
RF-SH-00010826,DRH-STF-0018,2025-11-09,worked,PAL-HOME,09:00,16:00,N,N
RF-SH-00010827,DRH-STF-0038,2025-11-08,worked,IUCS-CTR,08:00,19:00,N,Y
RF-SH-00010828,DRH-STF-0068,2025-11-28,worked,MH-ACCESS,08:00,21:00,Y,N
RF-SH-00010829,DRH-STF-0142,2025-11-22,planned,MH-ACCESS,08:00,16:00,N,N
RF-SH-00010830,DRH-STF-0124,2025-11-02,worked,IUCS-HUB,08:00,16:00,N,Y
RF-SH-00010831,DRH-STF-0136,2025-11-25,worked,MH-ACCESS,08:00,18:00,N,N
RF-SH-00010832,DRH-STF-0090,2025-11-07,planned,DENT-UC,07:00,18:00,N,N
RF-SH-00010833,DRH-STF-0061,2025-11-14,planned,MH-CRHT,09:00,21:00,N,N
RF-SH-00010834,DRH-STF-0072,2025-11-17,planned,PAL-HOME,08:00,18:00,N,N
RF-SH-00010835,DRH-STF-0024,2025-11-09,worked,MH-ACCESS,09:00,17:00,N,N
RF-SH-00010836,DRH-STF-0104,2025-11-25,planned,IUCS-CTR,09:00,17:00,N,Y
RF-SH-00010837,DRH-STF-0119,2025-11-06,planned,IUCS-HUB,07:00,18:00,N,Y
RF-SH-00010838,DRH-STF-0137,2025-11-04,worked,MH-ACCESS,07:00,16:00,N,N
RF-SH-00010839,DRH-STF-0141,2025-11-27,worked,PAL-HOME,08:00,16:00,N,N
RF-SH-00010840,DRH-STF-0064,2025-11-07,planned,MH-ACCESS,09:00,19:00,N,N
RF-SH-00010841,DRH-STF-0011,2025-11-23,worked,PAL-HOME,08:00,16:00,N,N
RF-SH-00010842,DRH-STF-0052,2025-11-07,worked,IUCS-CTR,08:00,17:00,N,Y
RF-SH-00010843,DRH-STF-0026,2025-11-02,worked,PAL-HOME,09:00,16:00,N,N
RF-SH-00010844,DRH-STF-0110,2025-11-06,worked,MH-CRHT,09:00,18:00,N,N
RF-SH-00010845,DRH-STF-0104,2025-11-23,planned,IUCS-CTR,07:00,16:00,N,Y
RF-SH-00010846,DRH-STF-0054,2025-11-08,worked,MH-CRHT,07:00,16:00,N,N
RF-SH-00010847,DRH-STF-0015,2025-11-29,worked,MH-ACCESS,09:00,21:00,N,N
RF-SH-00010848,DRH-STF-0031,2025-11-20,worked,IUCS-CTR,07:00,20:00,N,Y
RF-SH-00010849,DRH-STF-0103,2025-11-07,worked,MH-CRHT,09:00,21:00,N,N
RF-SH-00010850,DRH-STF-0126,2025-11-12,planned,IUCS-CTR,07:00,19:00,N,Y
RF-SH-00010851,DRH-STF-0065,2025-11-04,worked,PAL-HOME,07:00,19:00,N,N
RF-SH-00010852,DRH-STF-0124,2025-11-27,worked,IUCS-HUB,08:00,19:00,N,Y
RF-SH-00010853,DRH-STF-0028,2025-11-16,worked,DENT-UC,09:00,20:00,N,N
RF-SH-00010854,DRH-STF-0005,2025-11-04,planned,IUCS-HUB,07:00,18:00,Y,Y
RF-SH-00010855,DRH-STF-0095,2025-11-18,worked,PAL-HOME,08:00,16:00,N,N
RF-SH-00010856,DRH-STF-0117,2025-11-18,worked,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00010857,DRH-STF-0055,2025-11-05,planned,PAL-HOME,07:00,20:00,N,N
RF-SH-00010858,DRH-STF-0063,2025-11-17,worked,DENT-UC,09:00,16:00,N,N
RF-SH-00010859,DRH-STF-0015,2025-11-28,worked,MH-ACCESS,08:00,19:00,N,N
RF-SH-00010860,DRH-STF-0103,2025-11-11,planned,MH-CRHT,07:00,16:00,Y,N
RF-SH-00010861,DRH-STF-0091,2025-11-16,planned,IUCS-HUB,08:00,20:00,N,Y
RF-SH-00010862,DRH-STF-0101,2025-11-05,worked,MH-CRHT,07:00,19:00,N,N
RF-SH-00010863,DRH-STF-0145,2025-11-06,planned,MH-CRHT,09:00,18:00,N,N
RF-SH-00010864,DRH-STF-0076,2025-11-10,planned,IUCS-HUB,08:00,16:00,N,Y
RF-SH-00010865,DRH-STF-0069,2025-11-18,worked,MH-CRHT,07:00,17:00,N,N
RF-SH-00010866,DRH-STF-0085,2025-11-10,worked,MH-ACCESS,09:00,16:00,N,N
RF-SH-00010867,DRH-STF-0012,2025-11-12,planned,IUCS-HUB,09:00,16:00,N,Y
RF-SH-00010868,DRH-STF-0025,2025-11-28,planned,DENT-UC,09:00,19:00,N,N
RF-SH-00010869,DRH-STF-0099,2025-11-15,planned,IUCS-CTR,08:00,18:00,N,Y
RF-SH-00010870,DRH-STF-0069,2025-11-05,planned,MH-CRHT,08:00,17:00,N,N
RF-SH-00010871,DRH-STF-0045,2025-11-06,planned,DENT-UC,07:00,18:00,N,N
RF-SH-00010872,DRH-STF-0081,2025-11-16,planned,PAL-HOME,08:00,21:00,N,N
RF-SH-00010873,DRH-STF-0043,2025-11-23,planned,MH-CRHT,08:00,18:00,Y,N
RF-SH-00010874,DRH-STF-0088,2025-11-04,worked,IUCS-HUB,08:00,18:00,N,Y
RF-SH-00010875,DRH-STF-0055,2025-11-04,worked,PAL-HOME,09:00,21:00,Y,N
RF-SH-00010876,DRH-STF-0068,2025-11-14,worked,MH-ACCESS,08:00,19:00,N,N
RF-SH-00010877,DRH-STF-0033,2025-11-26,planned,IUCS-CTR,07:00,21:00,N,Y
RF-SH-00010878,DRH-STF-0125,2025-11-25,worked,DENT-UC,09:00,19:00,N,N
RF-SH-00010879,DRH-STF-0102,2025-11-07,worked,IUCS-HUB,08:00,16:00,N,Y
RF-SH-00010880,DRH-STF-0107,2025-11-07,worked,MH-CRHT,08:00,18:00,N,N
RF-SH-00010881,DRH-STF-0098,2025-11-24,worked,IUCS-HUB,07:00,17:00,Y,Y
RF-SH-00010882,DRH-STF-0028,2025-11-20,worked,DENT-UC,08:00,17:00,N,N
RF-SH-00010883,DRH-STF-0103,2025-11-10,worked,MH-CRHT,08:00,21:00,N,N
RF-SH-00010884,DRH-STF-0090,2025-11-15,worked,DENT-UC,09:00,20:00,N,N
RF-SH-00010885,DRH-STF-0087,2025-11-09,worked,PAL-HOME,08:00,16:00,N,N
RF-SH-00010886,DRH-STF-0014,2025-11-11,worked,IUCS-CTR,07:00,19:00,N,Y
RF-SH-00010887,DRH-STF-0111,2025-11-15,planned,IUCS-HUB,07:00,19:00,Y,Y
RF-SH-00010888,DRH-STF-0073,2025-11-18,planned,IUCS-HUB,08:00,17:00,N,Y
RF-SH-00010889,DRH-STF-0074,2025-11-25,worked,MH-ACCESS,07:00,20:00,N,N
RF-SH-00010890,DRH-STF-0024,2025-11-11,planned,MH-ACCESS,08:00,19:00,N,N
RF-SH-00010891,DRH-STF-0115,2025-11-09,planned,MH-ACCESS,09:00,16:00,N,N
RF-SH-00010892,DRH-STF-0088,2025-11-02,worked,IUCS-HUB,07:00,21:00,N,Y
RF-SH-00010893,DRH-STF-0132,2025-11-13,planned,MH-ACCESS,09:00,16:00,N,N
RF-SH-00010894,DRH-STF-0115,2025-11-03,planned,MH-ACCESS,07:00,16:00,N,N
RF-SH-00010895,DRH-STF-0059,2025-11-27,planned,IUCS-HUB,08:00,21:00,N,Y
RF-SH-00010896,DRH-STF-0016,2025-11-30,worked,IUCS-HUB,09:00,18:00,N,Y
RF-SH-00010897,DRH-STF-0049,2025-11-09,planned,PAL-HOME,08:00,17:00,Y,N
RF-SH-00010898,DRH-STF-0021,2025-11-15,planned,IUCS-CTR,09:00,16:00,N,Y
RF-SH-00010899,DRH-STF-0049,2025-11-01,planned,PAL-HOME,07:00,19:00,N,N
RF-SH-00010900,DRH-STF-0039,2025-11-12,planned,MH-CRHT,07:00,17:00,N,N
RF-SH-00010901,DRH-STF-0121,2025-11-13,planned,DENT-UC,09:00,17:00,N,N
RF-SH-00010902,DRH-STF-0080,2025-11-28,planned,MH-CRHT,07:00,18:00,N,N
RF-SH-00010903,DRH-STF-0107,2025-11-14,worked,MH-CRHT,08:00,21:00,N,N
RF-SH-00010904,DRH-STF-0031,2025-11-19,planned,IUCS-CTR,08:00,18:00,N,Y
RF-SH-00010905,DRH-STF-0042,2025-11-18,planned,DENT-UC,09:00,18:00,N,N
RF-SH-00010906,DRH-STF-0106,2025-11-23,planned,PAL-HOME,09:00,18:00,N,N
RF-SH-00010907,DRH-STF-0020,2025-11-29,planned,IUCS-CTR,07:00,19:00,N,Y
RF-SH-00010908,DRH-STF-0137,2025-11-04,worked,MH-ACCESS,09:00,18:00,Y,N
RF-SH-00010909,DRH-STF-0067,2025-11-17,planned,PAL-HOME,07:00,17:00,N,N
RF-SH-00010910,DRH-STF-0040,2025-11-19,worked,IUCS-CTR,07:00,21:00,N,Y
RF-SH-00010911,DRH-STF-0132,2025-11-18,planned,MH-ACCESS,09:00,16:00,Y,N
RF-SH-00010912,DRH-STF-0050,2025-11-07,planned,PAL-HOME,07:00,18:00,N,N
RF-SH-00010913,DRH-STF-0080,2025-11-25,worked,MH-CRHT,08:00,21:00,N,N
RF-SH-00010914,DRH-STF-0112,2025-11-25,planned,IUCS-HUB,07:00,21:00,N,Y
RF-SH-00010915,DRH-STF-0095,2025-11-06,worked,PAL-HOME,09:00,18:00,N,N
RF-SH-00010916,DRH-STF-0068,2025-11-26,worked,MH-ACCESS,09:00,17:00,N,N
RF-SH-00010917,DRH-STF-0019,2025-11-23,worked,MH-CRHT,09:00,16:00,N,N
RF-SH-00010918,DRH-STF-0072,2025-11-20,planned,PAL-HOME,09:00,17:00,N,N
RF-SH-00010919,DRH-STF-0033,2025-11-03,worked,IUCS-CTR,07:00,16:00,N,Y
RF-SH-00010920,DRH-STF-0126,2025-11-14,worked,IUCS-CTR,08:00,18:00,N,Y
RF-SH-00010921,DRH-STF-0055,2025-11-09,planned,PAL-HOME,08:00,18:00,N,N
RF-SH-00010922,DRH-STF-0029,2025-11-28,planned,MH-CRHT,08:00,19:00,N,N
RF-SH-00010923,DRH-STF-0120,2025-11-13,worked,MH-CRHT,09:00,18:00,N,N
RF-SH-00010924,DRH-STF-0109,2025-11-29,planned,MH-ACCESS,08:00,21:00,N,N
RF-SH-00010925,DRH-STF-0055,2025-11-11,worked,PAL-HOME,08:00,21:00,N,N
RF-SH-00010926,DRH-STF-0119,2025-11-05,planned,IUCS-HUB,09:00,19:00,N,Y
RF-SH-00010927,DRH-STF-0072,2025-11-13,worked,PAL-HOME,08:00,19:00,N,N
RF-SH-00010928,DRH-STF-0114,2025-11-01,planned,IUCS-CTR,09:00,20:00,N,Y
RF-SH-00010929,DRH-STF-0142,2025-11-16,worked,MH-ACCESS,07:00,19:00,N,N
RF-SH-00010930,DRH-STF-0021,2025-11-20,worked,IUCS-CTR,09:00,20:00,N,Y
RF-SH-00010931,DRH-STF-0028,2025-11-10,worked,DENT-UC,07:00,16:00,N,N
RF-SH-00010932,DRH-STF-0088,2025-11-14,planned,IUCS-HUB,08:00,17:00,N,Y
