Organisation_Code,Sector,Number_Of_Beds,Effective_Snapshot_Date
5NV,Mental Illness,306.717808,31/03/2010
RNS,Mental Illness,0,31/03/2010
RP1,Mental Illness,228.69589,31/03/2010
5PD,Mental Illness,0,31/03/2010
RBZ,Mental Illness,0,31/03/2010
RJL,Mental Illness,0,31/03/2010
RAP,Mental Illness,0,31/03/2010
RLY,Mental Illness,251,31/03/2010
5PH,Mental Illness,0,31/03/2010
RVW,Mental Illness,0,31/03/2010
5D8,Mental Illness,0,31/03/2010
RV8,Mental Illness,0,31/03/2010
RNL,Mental Illness,0,31/03/2010
5PW,Mental Illness,0,31/03/2010
TAN,Mental Illness,41,31/03/2010
RAT,Mental Illness,356.616438,31/03/2010
RRD,Mental Illness,390.59726,31/03/2010
5EF,Mental Illness,0,31/03/2010
5C5,Mental Illness,0,31/03/2010
RNH,Mental Illness,0,31/03/2010
RM1,Mental Illness,0,31/03/2010
RMY,Mental Illness,398.936986,31/03/2010
5PQ,Mental Illness,0,31/03/2010
RVJ,Mental Illness,28,31/03/2010
RXF,Mental Illness,0,31/03/2010
5KM,Mental Illness,0,31/03/2010
RD8,Mental Illness,0,31/03/2010
5CQ,Mental Illness,66.10411,31/03/2010
RP6,Mental Illness,0,31/03/2010
5D7,Mental Illness,0,31/03/2010
5L3,Mental Illness,0,31/03/2010
RW4,Mental Illness,437.09863,31/03/2010
RBT,Mental Illness,0,31/03/2010
RQ8,Mental Illness,0,31/03/2010
5PX,Mental Illness,0,31/03/2010
RJD,Mental Illness,0,31/03/2010
REP,Mental Illness,0,31/03/2010
RC9,Mental Illness,0,31/03/2010
RWF,Mental Illness,0,31/03/2010
TAE,Mental Illness,258.156164,31/03/2010
RJ6,Mental Illness,0,31/03/2010
RPA,Mental Illness,0,31/03/2010
5PA,Mental Illness,18,31/03/2010
RT5,Mental Illness,429,31/03/2010
RP7,Mental Illness,236.69863,31/03/2010
5N9,Mental Illness,0,31/03/2010
RBQ,Mental Illness,0,31/03/2010
5NL,Mental Illness,0,31/03/2010
5LD,Mental Illness,0,31/03/2010
RW5,Mental Illness,756.660274,31/03/2010
RXN,Mental Illness,0,31/03/2010
RGD,Mental Illness,382.545205,31/03/2010
5N1,Mental Illness,10,31/03/2010
RR8,Mental Illness,0,31/03/2010
RGP,Mental Illness,0,31/03/2010
5LA,Mental Illness,0,31/03/2010
RXY,Mental Illness,551,31/03/2010
RNQ,Mental Illness,0,31/03/2010
RJZ,Mental Illness,0,31/03/2010
RAX,Mental Illness,0,31/03/2010
RWA,Mental Illness,0,31/03/2010
RV9,Mental Illness,197.024658,31/03/2010
RYJ,Mental Illness,0,31/03/2010
RGQ,Mental Illness,0,31/03/2010
5QT,Mental Illness,62.254795,31/03/2010
5K8,Mental Illness,11.665753,31/03/2010
5CN,Mental Illness,61,31/03/2010
RWR,Mental Illness,482.89863,31/03/2010
5NQ,Mental Illness,0,31/03/2010
5AT,Mental Illness,0,31/03/2010
RQQ,Mental Illness,0,31/03/2010
RQX,Mental Illness,0,31/03/2010
5P8,Mental Illness,0,31/03/2010
5A4,Mental Illness,0,31/03/2010
5MX,Mental Illness,0,31/03/2010
RR1,Mental Illness,0,31/03/2010
RD7,Mental Illness,0,31/03/2010
RLQ,Mental Illness,0,31/03/2010
RXV,Mental Illness,634,31/03/2010
RJ1,Mental Illness,0,31/03/2010
RW1,Mental Illness,580.827397,31/03/2010
5QC,Mental Illness,0,31/03/2010
5C9,Mental Illness,0,31/03/2010
RCD,Mental Illness,0,31/03/2010
RLT,Mental Illness,0,31/03/2010
RTE,Mental Illness,0,31/03/2010
5QH,Mental Illness,0,31/03/2010
RP4,Mental Illness,7.057534,31/03/2010
RN3,Mental Illness,12,31/03/2010
5PR,Mental Illness,0,31/03/2010
RXC,Mental Illness,0,31/03/2010
5QA,Mental Illness,0,31/03/2010
5C1,Mental Illness,0,31/03/2010
RVR,Mental Illness,0,31/03/2010
RDU,Mental Illness,0,31/03/2010
RR7,Mental Illness,75,31/03/2010
RVV,Mental Illness,0,31/03/2010
RXR,Mental Illness,0,31/03/2010
5NH,Mental Illness,0,31/03/2010
RWK,Mental Illness,650.430137,31/03/2010
5NW,Mental Illness,0,31/03/2010
5P7,Mental Illness,0,31/03/2010
RYK,Mental Illness,236.432877,31/03/2010
5PE,Mental Illness,0,31/03/2010
RC3,Mental Illness,0,31/03/2010
RWH,Mental Illness,0,31/03/2010
5P3,Mental Illness,0,31/03/2010
RJN,Mental Illness,0,31/03/2010
5QQ,Mental Illness,15.49863,31/03/2010
RP5,Mental Illness,0,31/03/2010
5N5,Mental Illness,0,31/03/2010
RBD,Mental Illness,0,31/03/2010
RDY,Mental Illness,0,31/03/2010
5QM,Mental Illness,104.093151,31/03/2010
5NE,Mental Illness,0,31/03/2010
RN7,Mental Illness,0,31/03/2010
RTG,Mental Illness,0,31/03/2010
5N6,Mental Illness,78.906849,31/03/2010
RXM,Mental Illness,288.161644,31/03/2010
RWV,Mental Illness,312,31/03/2010
RJ8,Mental Illness,150.29863,31/03/2010
RJR,Mental Illness,0,31/03/2010
RXP,Mental Illness,0,31/03/2010
5ND,Mental Illness,0,31/03/2010
RYG,Mental Illness,339.010959,31/03/2010
RNN,Mental Illness,0,31/03/2010
RXA,Mental Illness,318.805479,31/03/2010
RFS,Mental Illness,0,31/03/2010
RLN,Mental Illness,0,31/03/2010
REN,Mental Illness,0,31/03/2010
RDE,Mental Illness,0,31/03/2010
5QP,Mental Illness,0,31/03/2010
TAF,Mental Illness,348,31/03/2010
5K7,Mental Illness,0,31/03/2010
RV3,Mental Illness,0,31/03/2010
5NG,Mental Illness,0,31/03/2010
RW3,Mental Illness,7.958904,31/03/2010
RQM,Mental Illness,0,31/03/2010
5JX,Mental Illness,0,31/03/2010
RWY,Mental Illness,0,31/03/2010
RJX,Mental Illness,0,31/03/2010
RGT,Mental Illness,0,31/03/2010
RT1,Mental Illness,357.863014,31/03/2010
5PP,Mental Illness,0,31/03/2010
TAD,Mental Illness,217.079452,31/03/2010
RAE,Mental Illness,0,31/03/2010
RXH,Mental Illness,0,31/03/2010
RXQ,Mental Illness,0,31/03/2010
5QD,Mental Illness,0,31/03/2010
RJF,Mental Illness,0,31/03/2010
RXT,Mental Illness,763.40274,31/03/2010
RQ3,Mental Illness,44,31/03/2010
5PG,Mental Illness,0,31/03/2010
RLU,Mental Illness,0,31/03/2010
RXL,Mental Illness,0,31/03/2010
5QN,Mental Illness,0,31/03/2010
RC1,Mental Illness,0,31/03/2010
RV7,Mental Illness,253.767123,31/03/2010
5P2,Mental Illness,0,31/03/2010
5QG,Mental Illness,0,31/03/2010
RWX,Mental Illness,248.169863,31/03/2010
5QF,Mental Illness,0,31/03/2010
RFF,Mental Illness,0,31/03/2010
5JE,Mental Illness,71,31/03/2010
RNJ,Mental Illness,0,31/03/2010
RDD,Mental Illness,0,31/03/2010
RN5,Mental Illness,0,31/03/2010
5FL,Mental Illness,0,31/03/2010
RTK,Mental Illness,0,31/03/2010
RVN,Mental Illness,679,31/03/2010
RF4,Mental Illness,0,31/03/2010
RVL,Mental Illness,0,31/03/2010
5A9,Mental Illness,0,31/03/2010
RRP,Mental Illness,577.208219,31/03/2010
RCB,Maternity,40.567123,31/03/2010
RTQ,Mental Illness,189,31/03/2010
RTV,Mental Illness,315,31/03/2010
REM,Mental Illness,0,31/03/2010
RCF,Mental Illness,0,31/03/2010
RBS,Mental Illness,6.991781,31/03/2010
5MV,Maternity,0,31/03/2010
RWP,Maternity,93,31/03/2010
RWQ,Maternity,0,31/03/2010
5PL,Maternity,0,31/03/2010
RRF,Maternity,35.49863,31/03/2010
RA4,Maternity,23,31/03/2010
RYR,Maternity,57,31/03/2010
RA3,Maternity,9.70411,31/03/2010
RGC,Maternity,65,31/03/2010
5QK,Maternity,54.339726,31/03/2010
RN1,Maternity,48.010959,31/03/2010
RBL,Maternity,29.734247,31/03/2010
5P9,Maternity,0,31/03/2010
RKL,Maternity,0,31/03/2010
RFW,Maternity,56,31/03/2010
RGR,Maternity,47,31/03/2010
5P6,Maternity,0,31/03/2010
5NN,Maternity,0,31/03/2010
5LG,Maternity,0,31/03/2010
RWW,Maternity,50.846575,31/03/2010
5PM,Maternity,0,31/03/2010
5PV,Maternity,0,31/03/2010
RWG,Maternity,73.378082,31/03/2010
5P4,Maternity,0,31/03/2010
RA7,Maternity,72.145205,31/03/2010
RKB,Maternity,89.769863,31/03/2010
RWE,Maternity,122,31/03/2010
RTX,Maternity,55,31/03/2010
RBK,Maternity,36.915068,31/03/2010
5M3,Maternity,0,31/03/2010
5NR,Maternity,0,31/03/2010
RWD,Maternity,104,31/03/2010
RRV,Maternity,80,31/03/2010
RRK,Maternity,0,31/03/2010
RJE,Maternity,65.756164,31/03/2010
RM2,Maternity,44.832877,31/03/2010
RL4,Maternity,44.09589,31/03/2010
RET,Maternity,0,31/03/2010
RKE,Maternity,53.583562,31/03/2010
TAL,Maternity,0,31/03/2010
5C4,Maternity,0,31/03/2010
RM4,Maternity,19.923288,31/03/2010
RQW,Maternity,36.358904,31/03/2010
RCX,Maternity,21,31/03/2010
RFR,Maternity,0,31/03/2010
RDZ,Maternity,17,31/03/2010
RPY,Maternity,0,31/03/2010
RRJ,Maternity,0,31/03/2010
RX3,Maternity,0,31/03/2010
RBV,Maternity,0,31/03/2010
RNA,Maternity,46,31/03/2010
RAS,Maternity,46.419178,31/03/2010
RJ2,Maternity,42,31/03/2010
RTD,Maternity,75.915068,31/03/2010
RX2,Maternity,0,31/03/2010
5M7,Maternity,0,31/03/2010
5K3,Maternity,0,31/03/2010
5LH,Maternity,0,31/03/2010
RMP,Maternity,48.682192,31/03/2010
RBA,Maternity,51,31/03/2010
RT6,Maternity,0,31/03/2010
5PT,Maternity,0,31/03/2010
5KL,Maternity,0,31/03/2010
RXX,Maternity,0,31/03/2010
RTP,Maternity,42.882192,31/03/2010
5P5,Maternity,0,31/03/2010
RVY,Maternity,42.030137,31/03/2010
5LE,Maternity,0,31/03/2010
RJ7,Maternity,56.063014,31/03/2010
RBN,Maternity,57,31/03/2010
RWJ,Maternity,43.30137,31/03/2010
5PJ,Maternity,0,31/03/2010
5PY,Maternity,0,31/03/2010
RQY,Maternity,0,31/03/2010
RXG,Maternity,0,31/03/2010
5L1,Maternity,0,31/03/2010
RHM,Maternity,45,31/03/2010
RAJ,Maternity,25,31/03/2010
RRE,Maternity,0,31/03/2010
5PK,Maternity,6,31/03/2010
RTR,Maternity,46.972603,31/03/2010
RE9,Maternity,33,31/03/2010
5KG,Maternity,0,31/03/2010
RJC,Maternity,33,31/03/2010
RA9,Maternity,50,31/03/2010
RDR,Maternity,0,31/03/2010
RWN,Maternity,0,31/03/2010
5A3,Maternity,0,31/03/2010
RV5,Maternity,0,31/03/2010
RYQ,Maternity,109.723288,31/03/2010
RXW,Maternity,91,31/03/2010
5M2,Maternity,0,31/03/2010
TAM,Maternity,0,31/03/2010
RH5,Maternity,0,31/03/2010
5QL,Maternity,0,31/03/2010
5M1,Maternity,0,31/03/2010
5NJ,Maternity,0,31/03/2010
RCU,Maternity,0,31/03/2010
TAH,Maternity,0,31/03/2010
5N4,Maternity,0,31/03/2010
RHQ,Maternity,92.005479,31/03/2010
RK5,Maternity,48.89863,31/03/2010
RM3,Maternity,39.621918,31/03/2010
RNZ,Maternity,24,31/03/2010
RXK,Maternity,45.049315,31/03/2010
TAJ,Maternity,0,31/03/2010
5PF,Maternity,0,31/03/2010
RCC,Maternity,25.887671,31/03/2010
RQ6,Maternity,0,31/03/2010
RBB,Maternity,0,31/03/2010
RAN,Maternity,0,31/03/2010
RA2,Maternity,57,31/03/2010
RD1,Maternity,0,31/03/2010
5F5,Maternity,0,31/03/2010
RHW,Maternity,59,31/03/2010
RMC,Maternity,60,31/03/2010
RT3,Maternity,0,31/03/2010
REF,Maternity,47,31/03/2010
RH8,Maternity,34.054795,31/03/2010
RAL,Maternity,38.893151,31/03/2010
RHU,Maternity,99.328767,31/03/2010
RPC,Maternity,0,31/03/2010
5QR,Maternity,0,31/03/2010
RL1,Maternity,0,31/03/2010
5H8,Maternity,0,31/03/2010
RXE,Maternity,0,31/03/2010
RGN,Maternity,60.808219,31/03/2010
5PN,Maternity,0,31/03/2010
RK9,Maternity,74.432877,31/03/2010
5F1,Maternity,0,31/03/2010
RD3,Maternity,43,31/03/2010
5FE,Maternity,0,31/03/2010
RNU,Maternity,0,31/03/2010
5QE,Maternity,0,31/03/2010
RPG,Maternity,0,31/03/2010
RGM,Maternity,0,31/03/2010
RW6,Maternity,148,31/03/2010
RT2,Maternity,0,31/03/2010
RTF,Maternity,66.378082,31/03/2010
RX1,Maternity,127,31/03/2010
5N8,Maternity,0,31/03/2010
RHA,Maternity,0,31/03/2010
RBF,Maternity,0,31/03/2010
RTH,Maternity,116,31/03/2010
RNS,Maternity,44.328767,31/03/2010
RP1,Maternity,0,31/03/2010
5PD,Maternity,0,31/03/2010
RBZ,Maternity,23,31/03/2010
RJL,Maternity,71,31/03/2010
RX4,Maternity,0,31/03/2010
RLY,Maternity,0,31/03/2010
5PH,Maternity,0,31/03/2010
RVW,Maternity,54,31/03/2010
5D8,Maternity,0,31/03/2010
RV8,Maternity,64.734247,31/03/2010
5NV,Maternity,0,31/03/2010
5PW,Maternity,0,31/03/2010
TAN,Maternity,0,31/03/2010
RAT,Maternity,0,31/03/2010
RRD,Maternity,0,31/03/2010
5EF,Maternity,0,31/03/2010
RAP,Maternity,47,31/03/2010
RNH,Maternity,56,31/03/2010
RM1,Maternity,47.616438,31/03/2010
RMY,Maternity,0,31/03/2010
5PQ,Maternity,0,31/03/2010
RVJ,Maternity,95,31/03/2010
RNL,Maternity,39.068493,31/03/2010
5KM,Maternity,0,31/03/2010
RD8,Maternity,35,31/03/2010
5CQ,Maternity,0,31/03/2010
RP6,Maternity,0,31/03/2010
5D7,Maternity,0,31/03/2010
5C5,Maternity,0,31/03/2010
RW4,Maternity,0,31/03/2010
RBT,Maternity,28,31/03/2010
RQ8,Maternity,54,31/03/2010
5PX,Maternity,0,31/03/2010
RJD,Maternity,28.917808,31/03/2010
RXF,Maternity,83.975342,31/03/2010
RC9,Maternity,54.252055,31/03/2010
RWF,Maternity,66,31/03/2010
TAE,Maternity,0,31/03/2010
RJ6,Maternity,45,31/03/2010
RPA,Maternity,58,31/03/2010
5L3,Maternity,0,31/03/2010
RT5,Maternity,0,31/03/2010
RP7,Maternity,0,31/03/2010
5N9,Maternity,0,31/03/2010
RBQ,Maternity,0,31/03/2010
5NL,Maternity,0,31/03/2010
REP,Maternity,135.556164,31/03/2010
RW5,Maternity,0,31/03/2010
RXN,Maternity,74,31/03/2010
RGD,Maternity,0,31/03/2010
5N1,Maternity,0,31/03/2010
RR8,Maternity,138,31/03/2010
5PA,Maternity,0,31/03/2010
5LA,Maternity,0,31/03/2010
RXY,Maternity,0,31/03/2010
RNQ,Maternity,49.873973,31/03/2010
RJZ,Maternity,72,31/03/2010
RAX,Maternity,57.353425,31/03/2010
5LD,Maternity,0,31/03/2010
RV9,Maternity,0,31/03/2010
RYJ,Maternity,87.627397,31/03/2010
RGQ,Maternity,36,31/03/2010
5QT,Maternity,45,31/03/2010
5K8,Maternity,0,31/03/2010
RGP,Maternity,43,31/03/2010
RWR,Maternity,0,31/03/2010
5NQ,Maternity,0,31/03/2010
5AT,Maternity,0,31/03/2010
RQQ,Maternity,36.635616,31/03/2010
RQX,Maternity,41,31/03/2010
RWA,Maternity,88,31/03/2010
5A4,Maternity,0,31/03/2010
5MX,Maternity,0,31/03/2010
RR1,Maternity,113,31/03/2010
RD7,Maternity,72,31/03/2010
RLQ,Maternity,21,31/03/2010
5CN,Maternity,0,31/03/2010
RJ1,Maternity,93,31/03/2010
RW1,Maternity,0,31/03/2010
5QC,Maternity,0,31/03/2010
5C9,Maternity,0,31/03/2010
RCD,Maternity,23.934247,31/03/2010
5P8,Maternity,0,31/03/2010
RTE,Maternity,86.419178,31/03/2010
5QH,Maternity,9.679452,31/03/2010
RP4,Maternity,0,31/03/2010
RN3,Maternity,43,31/03/2010
5PR,Maternity,0,31/03/2010
RXV,Maternity,0,31/03/2010
5QA,Maternity,0,31/03/2010
5C1,Maternity,0,31/03/2010
RVR,Maternity,69,31/03/2010
RDU,Maternity,43,31/03/2010
RR7,Maternity,29.079452,31/03/2010
RLT,Maternity,24,31/03/2010
RXR,Maternity,91.452055,31/03/2010
5NH,Maternity,0,31/03/2010
RWK,Maternity,0,31/03/2010
5NW,Maternity,0,31/03/2010
5P7,Maternity,0,31/03/2010
RXC,Maternity,54,31/03/2010
5PE,Maternity,0,31/03/2010
RC3,Maternity,42.115068,31/03/2010
RWH,Maternity,68,31/03/2010
5P3,Maternity,0,31/03/2010
RJN,Maternity,27,31/03/2010
RVV,Maternity,64.254795,31/03/2010
RP5,Maternity,125.649315,31/03/2010
5N5,Maternity,0,31/03/2010
RBD,Maternity,33,31/03/2010
RDY,Maternity,0,31/03/2010
5QM,Maternity,0,31/03/2010
RYK,Maternity,0,31/03/2010
RN7,Maternity,40,31/03/2010
RTG,Maternity,62,31/03/2010
5N6,Maternity,0,31/03/2010
RXM,Maternity,0,31/03/2010
RWV,Maternity,0,31/03/2010
5QQ,Maternity,9.572603,31/03/2010
RJR,Maternity,32,31/03/2010
RXP,Maternity,68.328767,31/03/2010
5ND,Maternity,0,31/03/2010
RYG,Maternity,0,31/03/2010
RNN,Maternity,0,31/03/2010
5NE,Maternity,0,31/03/2010
RFS,Maternity,45.964384,31/03/2010
RLN,Maternity,40,31/03/2010
REN,Maternity,0,31/03/2010
RDE,Maternity,43,31/03/2010
5QP,Maternity,0,31/03/2010
RJ8,Maternity,0,31/03/2010
5K7,Maternity,0,31/03/2010
RV3,Maternity,0,31/03/2010
5NG,Maternity,0,31/03/2010
RW3,Maternity,82.652055,31/03/2010
RQM,Maternity,64,31/03/2010
RXA,Maternity,0,31/03/2010
RWY,Maternity,63.10137,31/03/2010
RJX,Maternity,0,31/03/2010
RGT,Maternity,50.293151,31/03/2010
RT1,Maternity,0,31/03/2010
5PP,Maternity,0,31/03/2010
TAF,Maternity,0,31/03/2010
RAE,Maternity,72,31/03/2010
RXH,Maternity,78,31/03/2010
RXQ,Maternity,60.186301,31/03/2010
5QD,Maternity,0,31/03/2010
RJF,Maternity,44.008219,31/03/2010
5JX,Maternity,0,31/03/2010
RQ3,Maternity,0,31/03/2010
5PG,Maternity,0,31/03/2010
RLU,Maternity,107,31/03/2010
RXL,Maternity,38.750685,31/03/2010
5QN,Maternity,0,31/03/2010
TAD,Maternity,0,31/03/2010
RV7,Maternity,0,31/03/2010
5P2,Maternity,0,31/03/2010
5QG,Maternity,0,31/03/2010
RWX,Maternity,0,31/03/2010
5QF,Maternity,0,31/03/2010
RXT,Maternity,0,31/03/2010
5JE,Maternity,0,31/03/2010
RNJ,Maternity,61,31/03/2010
RDD,Maternity,38,31/03/2010
RN5,Maternity,39.969863,31/03/2010
5FL,Maternity,0,31/03/2010
RC1,Maternity,25,31/03/2010
RVN,Maternity,0,31/03/2010
RF4,Maternity,88,31/03/2010
RVL,Maternity,90.663014,31/03/2010
5A9,Maternity,0,31/03/2010
RRP,Maternity,0,31/03/2010
RFF,Maternity,47,31/03/2010
RXG,General & Acute,28,31/03/2018
RXL,General & Acute,636,31/03/2018
RXN,General & Acute,828.133333,31/03/2018
RXP,General & Acute,936.944444,31/03/2018
RXR,General & Acute,889.933333,31/03/2018
RY6,General & Acute,3.555556,31/03/2018
RXC,Mental Illness,0,31/03/2018
RXH,Mental Illness,0,31/03/2018
RXQ,Mental Illness,0,31/03/2018
RXX,Mental Illness,199.922222,31/03/2018
RXY,Mental Illness,468.566667,31/03/2018
RYR,Mental Illness,0,31/03/2018
RVV,Mental Illness,0,31/03/2018
RW1,Mental Illness,520,31/03/2018
RWF,Mental Illness,0,31/03/2018
RWV,Mental Illness,276.688889,31/03/2018
RWX,Mental Illness,147.122222,31/03/2018
RX2,Mental Illness,570,31/03/2018
RTH,Mental Illness,0,31/03/2018
RTK,Mental Illness,0,31/03/2018
RTP,Mental Illness,0,31/03/2018
RTQ,Mental Illness,207.555556,31/03/2018
RVJ,Mental Illness,12,31/03/2018
RVN,Mental Illness,528.4,31/03/2018
RN7,Mental Illness,0,31/03/2018
RNU,Mental Illness,395,31/03/2018
RNZ,Mental Illness,0,31/03/2018
RPA,Mental Illness,0,31/03/2018
RPC,Mental Illness,0,31/03/2018
RTE,Mental Illness,0,31/03/2018
RHU,Mental Illness,0,31/03/2018
RHW,Mental Illness,0,31/03/2018
RJ8,Mental Illness,117.666667,31/03/2018
RK9,Mental Illness,0,31/03/2018
RN3,Mental Illness,0,31/03/2018
RN5,Mental Illness,0,31/03/2018
RDY,Mental Illness,232.333333,31/03/2018
RDZ,Mental Illness,0,31/03/2018
REF,Mental Illness,0,31/03/2018
RH5,Mental Illness,135.844444,31/03/2018
RH8,Mental Illness,0,31/03/2018
RHM,Mental Illness,0,31/03/2018
RBD,Mental Illness,0,31/03/2018
RBZ,Mental Illness,0,31/03/2018
RD1,Mental Illness,0,31/03/2018
RD3,Mental Illness,0,31/03/2018
RDR,Mental Illness,0,31/03/2018
RDU,Mental Illness,0,31/03/2018
RA2,Mental Illness,0,31/03/2018
RA3,Mental Illness,0,31/03/2018
RA4,Mental Illness,0,31/03/2018
RA7,Mental Illness,0,31/03/2018
RA9,Mental Illness,0,31/03/2018
RBA,Mental Illness,0,31/03/2018
RN5,General & Acute,853.166667,31/03/2014
RW1,General & Acute,59.566667,31/03/2014
R1H,General & Acute,1721.522222,31/03/2014
RAL,General & Acute,471,31/03/2014
RAN,General & Acute,189.477778,31/03/2014
R1F,General & Acute,261.8,31/03/2014
RBD,General & Acute,302.344444,31/03/2014
RD3,General & Acute,459.155556,31/03/2014
RDY,General & Acute,0,31/03/2014
RDZ,General & Acute,601.9,31/03/2014
RHM,General & Acute,1077.822222,31/03/2014
RHW,General & Acute,638,31/03/2014
RNU,General & Acute,124.6,31/03/2014
RTH,General & Acute,1338.666667,31/03/2014
RWX,General & Acute,46,31/03/2014
RXQ,General & Acute,682,31/03/2014
R1C,General & Acute,56.155556,31/03/2014
RX2,General & Acute,0,31/03/2014
RXC,General & Acute,725.022222,31/03/2014
RXH,General & Acute,764.044444,31/03/2014
RXX,General & Acute,0,31/03/2014
RYR,General & Acute,882.888889,31/03/2014
RD7,General & Acute,610.877778,31/03/2014
RA2,General & Acute,456,31/03/2014
RDR,General & Acute,132.6,31/03/2014
RDU,General & Acute,584.133333,31/03/2014
RPC,General & Acute,53.933333,31/03/2014
RTK,General & Acute,505.022222,31/03/2014
RTP,General & Acute,563,31/03/2014
RWV,General & Acute,0,31/03/2014
RN7,General & Acute,491,31/03/2014
RPA,General & Acute,515,31/03/2014
RVV,General & Acute,977,31/03/2014
RWF,General & Acute,672.277778,31/03/2014
RXY,General & Acute,8,31/03/2014
RA9,General & Acute,421,31/03/2014
RBZ,General & Acute,328.333333,31/03/2014
REF,General & Acute,702.777778,31/03/2014
RH8,General & Acute,755.288889,31/03/2014
RJ8,General & Acute,0,31/03/2014
RK9,General & Acute,833.488889,31/03/2014
RA3,General & Acute,261.066667,31/03/2014
RA4,General & Acute,341.1,31/03/2014
RA7,General & Acute,709.666667,31/03/2014
RBA,General & Acute,573.122222,31/03/2014
RH5,General & Acute,293,31/03/2014
RVJ,General & Acute,959.411111,31/03/2014
RD1,General & Acute,616.011111,31/03/2014
RN3,General & Acute,573.911111,31/03/2014
RNZ,General & Acute,428.088889,31/03/2014
RTE,General & Acute,921.9,31/03/2014
RTQ,General & Acute,0,31/03/2014
RVN,General & Acute,0,31/03/2014
RL1,General & Acute,184.955556,31/03/2014
RLY,General & Acute,0,31/03/2014
RRE,General & Acute,0,31/03/2014
RXW,General & Acute,704,31/03/2014
R1J,General & Acute,69.344444,31/03/2014
RBB,General & Acute,11.933333,31/03/2014
RWE,General & Acute,1507.066667,31/03/2014
RY5,General & Acute,60,31/03/2014
R1E,General & Acute,295.677778,31/03/2014
RJD,General & Acute,336,31/03/2014
RJE,General & Acute,992.844444,31/03/2014
RJF,General & Acute,464.155556,31/03/2014
RWH,General & Acute,678.2,31/03/2014
RWR,General & Acute,0,31/03/2014
RY4,General & Acute,235.888889,31/03/2014
RP7,General & Acute,0,31/03/2014
RT5,General & Acute,0,31/03/2014
RWD,General & Acute,1011.455556,31/03/2014
RC9,General & Acute,549,31/03/2014
RD8,General & Acute,412.977778,31/03/2014
RNQ,General & Acute,524,31/03/2014
RNS,General & Acute,755.322222,31/03/2014
RP1,General & Acute,40,31/03/2014
RWG,General & Acute,668.377778,31/03/2014
RDE,General & Acute,617.366667,31/03/2014
RQ8,General & Acute,497,31/03/2014
RQW,General & Acute,460.277778,31/03/2014
RRD,General & Acute,0,31/03/2014
RWN,General & Acute,74.488889,31/03/2014
RC1,General & Acute,339,31/03/2014
RQQ,General & Acute,209.455556,31/03/2014
RT1,General & Acute,0,31/03/2014
RY3,General & Acute,120.055556,31/03/2014
RYV,General & Acute,103.488889,31/03/2014
RAJ,General & Acute,597.644444,31/03/2014
RDD,General & Acute,656,31/03/2014
RGP,General & Acute,388.633333,31/03/2014
RGQ,General & Acute,562.911111,31/03/2014
RGR,General & Acute,442,31/03/2014
RGT,General & Acute,975.377778,31/03/2014
RM1,General & Acute,934.366667,31/03/2014
RMY,General & Acute,0,31/03/2014
RX1,General & Acute,1529.533333,31/03/2014
RXM,General & Acute,0,31/03/2014
RY8,General & Acute,48.466667,31/03/2014
RCX,General & Acute,397.788889,31/03/2014
RGM,General & Acute,236.311111,31/03/2014
RGN,General & Acute,575.666667,31/03/2014
RYW,General & Acute,295.777778,31/03/2014
TAJ,General & Acute,0,31/03/2014
RFS,General & Acute,553.766667,31/03/2014
RHA,General & Acute,84,31/03/2014
RK5,General & Acute,699.233333,31/03/2014
RTG,General & Acute,935.966667,31/03/2014
RR1,General & Acute,1257.088889,31/03/2014
RRJ,General & Acute,128.044444,31/03/2014
RRK,General & Acute,1058.111111,31/03/2014
RXK,General & Acute,764.355556,31/03/2014
RXT,General & Acute,0,31/03/2014
RYK,General & Acute,0,31/03/2014
RYG,General & Acute,0,31/03/2014
RBK,General & Acute,458.544444,31/03/2014
RL4,General & Acute,762.077778,31/03/2014
RLU,General & Acute,32.933333,31/03/2014
RNA,General & Acute,709.2,31/03/2014
RQ3,General & Acute,220.677778,31/03/2014
R1A,General & Acute,83,31/03/2014
RJC,General & Acute,476.8,31/03/2014
RKB,General & Acute,1045.288889,31/03/2014
RLQ,General & Acute,222,31/03/2014
RLT,General & Acute,296.055556,31/03/2014
RWP,General & Acute,818.566667,31/03/2014
RR8,General & Acute,1727.844444,31/03/2014
RWY,General & Acute,738.533333,31/03/2014
RXF,General & Acute,1007,31/03/2014
RXG,General & Acute,76,31/03/2014
RY6,General & Acute,40.022222,31/03/2014
TAD,General & Acute,0,31/03/2014
RP5,General & Acute,887,31/03/2014
RXE,General & Acute,71,31/03/2014
TAH,General & Acute,0,31/03/2014
RAE,General & Acute,694.8,31/03/2014
RCF,General & Acute,381.977778,31/03/2014
RGD,General & Acute,0,31/03/2014
RV9,General & Acute,0,31/03/2014
RWA,General & Acute,1019.533333,31/03/2014
RCU,General & Acute,133.911111,31/03/2014
RFF,General & Acute,434.266667,31/03/2014
RFR,General & Acute,616.844444,31/03/2014
RHQ,General & Acute,1939.833333,31/03/2014
RTF,General & Acute,1029.6,31/03/2014
RTX,General & Acute,705.377778,31/03/2014
RX4,General & Acute,55,31/03/2014
RCB,General & Acute,997,31/03/2014
RCD,General & Acute,300.733333,31/03/2014
RJL,General & Acute,785.544444,31/03/2014
RE9,General & Acute,366.577778,31/03/2014
